NAME,IMO#,TYPE,GT,BUILT,FLAG,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL 
A 1,7722413,Bulk Carrier,13664.0,1978.0,Kiribati,Jag Shipping Company LLC  ,United Arab Emirates,Jag Shipping Company LLC  ,Jag Shipping Company LLC  ,United Arab Emirates,Alang,India,2015-07-01
Alba Star,8507561,General Cargo,5922.0,1985.0,Panama,Jerusalem Shipping LLC ,United Arab Emirates,Jerusalem Shipping LLC ,Al Baoon Trading Company ,United Arab Emirates,Alang,India,2015-01-18
Jindal Tara,9129770,Fully Cellular Containership,5850.0,1995.0,India ,JITF Waterways Limited,India,JITF Waterways Limited,JITF Shipping & Logistics (Singapore) Private Limited,Singapore,Chittagong,Bangladesh,2015-08-02
Dal Va,9082879,Bulk Carrier,39422.0,1994.0,St. Kitts-Nevis ,JITF Waterways Limited,India,JITF Waterways Limited,JITF Shipping & Logistics (Singapore) Private Limited  ,Singapore,Gadani,Pakistan,2015-01-27
Ela,9056272,Fully Cellular Containership,16233.0,1993.0,Tuvalu ,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff),Germany,John Peter Wulff GmbH & Company KG (Reederei Hermann Wulff),ms Manuela Wulff Schiffahrtsges. mbH & Company KG  ,Germany,Alang,India,2015-04-10
Samjohn Light,9074688,Bulk Carrier,38077.0,1994.0,Greece ,John Samonas & Sons Limited,United Kingdom,John Samonas & Sons Limited,Aegokeros Shipping Company E.N.E. ,Cayman Islands,Alang,India,2015-12-25
Aleksandr,7943158,Fish Factory,4457.0,1981.0,Russia ,Joint Stock Company Turnif,Russia,Joint Stock Company Turnif,Joint Stock Company Turnif,Russia,Alang,India,2015-07-13
Gissar,8131790,Fish Factory,3916.0,1981.0,Russia ,Joint Stock Company Turnif ,Russia,Joint Stock Company Turnif ,Joint Stock Company Turnif ,Russia,Chittagong,Bangladesh,2015-10-18
Barguzin,7422142,General Cargo With Container Capacity,2291.0,1975.0,Cambodia ,Joint Stock Vanino Marine Company,Russia,Joint Stock Vanino Marine Company,Gals Shipping Limited,Cambodia,Chittagong,Bangladesh,2015-01-25
Jumbo Spirit,9083122,General Cargo With Container Capacity,4962.0,1995.0,Netherlands ,Kahn Scheepvaart B.V.,Netherlands,Kahn Scheepvaart B.V.,Jumbo Spirit BV,Netherlands,Aliaga,Turkey,2015-04-28
Kai He,8314926,Bulk Carrier,22101.0,1986.0,Panama ,Kaili Shipping (HK) Limited,China,Kaili Shipping (HK) Limited,Kai He Shipping Limited  ,Hong Kong,Chittagong,Bangladesh,2015-04-03
Kai Hong,8300535,Bulk Carrier,25538.0,1985.0,Panama ,Kaili Shipping (HK) Limited,China,Kaili Shipping (HK) Limited,Kai Hong Shipping Limited  ,Panama,Chittagong,Bangladesh,2015-07-16
Alpha Action,9074494,Bulk Carrier,77211.0,1994.0,Malta ,Kanellakis group of companies,Greece,Alpha Bulkers Shipmanagement Incorporated  ,Custom Navigation Limited  ,Liberia,Gadani,Pakistan,2015-05-09
Milano Sky,8515635,General Cargo With Container Capacity,3539.0,1985.0,Togo ,Karl-Heinz Baase Schiffahrt-KG,Germany,Karl-Heinz Baase Schiffahrt-KG,Partenreederei ms Westwind ,Germany,Aliaga,Turkey,2015-10-22
Eden Maru,8716150,Wood-Chip Carrier,50489.0,1989.0,Panama ,Kawasaki Kisen Kaisha Limited ('K' Line),Japan,Taiyo Nippon Kisen Company Limited  ,Belsally Shipping S.A.(50%) & Spring Wood Naviera S.A.(50%),Panama,Alang,India,2015-08-11
G. Rong,9147667,General Cargo With Container Capacity,8388.0,1997.0,Tuvalu ,Kawasaki Kisen Kaisha Limited ('K' Line) ,Japan,SAL Heavy Lift GmbH  ,SAL Heavy Lift GmbH  ,Germany,Chittagong,Bangladesh,2015-02-07
Cape Flora,9182629,Bulk carrier,83056.0,2000.0,Panama,Kawasaki Kisen Kaisha Limited ('K' Line) ,Japan,Taiyo Nippon Kisen Company Limited ,Siboney Maritime S.A. ,Panama,Alang,India,2015-04-01
Ahura,8201454,Passenger Ro/Ro,12735.0,1983.0,Palau,KiwiRail Limited ,New Zealand,KiwiRail Limited ,KiwiRail Limited ,Vietnam,Alang,India,2015-11-03
Suzu,9032276,Vehicle Carrier,2919.0,1991.0,St. Kitts-Nevis ,Kokoku Kaiun K.K.,Japan,Kokoku Kaiun K.K.,Kokoku Kaiun K.K.,Japan,Chittagong,Bangladesh,2015-05-21
Star Laurel,9110602,Bulk Carrier,87281.0,1995.0,Bahamas ,Kollakis Group,Greece,Chartworld Shipping Corporation  ,Canis Shipping Corporation,Bahamas,Gadani,Pakistan,2015-05-07
Golden Bell,8813661,Bulk Carrier,110352.0,1990.0,South Korea ,Korea Line Corporation,South Korea,Korea Line Corporation,Tiger United S.A.,Panama,Gadani,Pakistan,2015-05-27
Camellia,8813673,Bulk Carrier,110352.0,1990.0,South Korea,Korea Line Corporation ,South Korea,Korea Line Corporation ,Tiger United S.A. ,Panama,Chittagong,Bangladesh,2015-11-17
Silver,8716033,Bulk carrier,110352.0,1989.0,Comoros ,Korea Line Corporation ,South Korea,Korea Line Corporation ,Tiger United S.A. ,Panama,Alang,India,2015-02-20
Marigold,8815255,Bulk Carrier,110779.0,1990.0,South Korea ,Korea Line Corporation  ,South Korea,Korea Line Corporation  ,Tiger United S.A.  ,Panama,Gadani,Pakistan,2015-06-03
Bu Gang,7909164,General Cargo With Container Capacity,3007.0,1979.0,North Korea ,"Korea,Government of the Democratic People's Republic of",North Korea,"Korea,Government of the Democratic People's Republic of","Korea,Government of the Democratic People's Republic of",North Korea,Unknown,China,2014-05-25
Roca,8704183,Fully Cellular Containership,35343.0,1990.0,Liberia,Kotani Shipping Company Limited ,Cyprus,Kotani Shipmanagement Limited ,Roca Maritime Limited ,Liberia,Alang,India,2015-01-08
Mimosa,7433517,Bulk carrier,28347.0,1984.0,St Kitts & Nevis,Kristen Marine S.A. ,Greece,Kristen Marine S.A. ,Pancoast Navegacao Limitada ,Brazil,Alang,India,2015-02-19
Glory Sun,8402917,Bulk Cement Carrier,15879.0,1985.0,Panama ,Kristian Gerhard Jebsen Skipsrederi AS,Norway,Kristian Gerhard Jebsen Skipsrederi AS,KGJ Cement (Singapore) Private Limited,Singapore,Alang,India,2015-08-05
Falkland Cement,7303281,Bulk Cement Carrier,3067.0,1973.0,Bahamas ,Kristian Gerhard Jebsen Skipsrederi AS,Norway,KGJS Cement AS ,JT Cement AS ,Norway,Aliaga,Turkey,2015-11-16
Putri Asia,7722310,General Cargo Ship,1695.0,1978.0,Thailand ,Krung Dhana Nava Company Limited,Thailand,Krung Dhana Nava Company Limited,Krung Dhana Nava Company Limited,Thailand,Chittagong,Bangladesh,2015-08-18
Panamax Jade,8708232,Bulk carrier,36520.0,1988.0,Cyprus,Kypros Lines S.A. ,Greece,Kypros Lines S.A. ,Legend Maritime Company Limited ,Cyprus,Alang,India,2015-03-26
S. Atlantic,8314990,Bulk Carrier,22145.0,1986.0,Panama,LA Maritime S.A. ,Greece,LA Maritime S.A. ,South Atlantic Shipping Limited ,Panama,Gadani,Pakistan,2015-10-15
Orapin 3,8126094,Product Tanker,2951.0,1981.0,Thailand ,Laemthong International Lines Company Limited,Thailand,Thai International Tankers Company Limited  ,Thai Tankers Trading Company Limited  ,Thailand,Chittagong,Bangladesh,2015-04-05
Grand Rodosi,8800327,Bulk Carrier,37519.0,1990.0,Liberia ,Lemissoler Shipping Group Public Company Limited,Cyprus,Lemissoler Maritime Company WLL  ,Prime Hill Shipping Limited,Liberia,Chittagong,Bangladesh,2015-05-08
Brazil,9106613,Bulk Carrier,77135.0,1995.0,Liberia ,Lemissoler Shipping Group Public Company Limited,Cyprus,Lemissoler Maritime Company WLL  ,Prime Lake Shipping Limited,Greece,Chittagong,Bangladesh,2015-05-23
Rica,9134517,Fully Cellular Containership,37394.0,1997.0,Comoros ,Leonhardt & Blumberg Group ,Germany,Leonhardt & Blumberg Schiffahrtsges. mbH & Company ,Schiffahrts-Gesellschaft Hansa Africa mbH & Company,Germany,Alang,India,2015-12-25
Amar Muhieddine,8413942,Bulk Carrier,14927.0,1984.0,Panama ,Lidmar Shipping & Trading Company Limited,Greece,Lidmar Shipping & Trading Company Limited,Sapphire Shipping & Trading Limited  ,Syria,Gadani,Pakistan,2015-05-29
King Edward,8310803,Bulk Carrier With Container Capacity,29660.0,1985.0,Barbados ,Litat Group,Lebanon,Litat Group,King Edward Shipping Incorporated,Panama,Alang,India,2015-06-03
Kum Jin Gang 1,8310310,General Cargo,1518.0,1983.0,Mongolia,Lotus Sea Shipping Company Limited ,Hong Kong,Lotus Sea Shipping Company Limited ,Lotus Sea Shipping Company Limited ,Hong Kong,Zhangjiagang,China,2015-09-26
CGG Symphony,8607189,Seismographic Research,10043.0,1990.0,Bahamas ,Louis Dreyfus & Cie S.A.  ,France,Louis Dreyfus & Cie S.A.  ,Louis Dreyfus & Cie S.A.  ,France,Ghent,Belgium,2015-02-12
Aleksandra,8721909,Fishing (General),872.0,1987.0,Russia,Magadanryba Company Limited ,Russia,Magadanryba Company Limited ,Magadanryba Company Limited ,Russia,Busan,South Korea ,2015-10-24
Kurotakisan,9108609,Bulk Carrier,48323.0,1995.0,Marshall Islands ,Magsaysay Maritime Corporation,Philippines,Magsaysay MOL (MAGMOL) Ship Management Incorporated  ,Rigel Transport Incorporated,Marshall Islands,Alang,India,2015-09-25
Ekram M.,8308082,Bulk Carrier,24403.0,1984.0,Panama ,Mallah Ship Management Company Limited,Greece,Mallah Ship Management Company Limited,Navigator Management S.A.  ,Marshall Islands,Chittagong,Bangladesh,2015-03-24
Mariner J.,8405232,Bulk Carrier,15766.0,1984.0,Dominica ,Mallah Ship Management Company Limited,Greece,Mallah Ship Management Company Limited,Mariner Shiptrade Limited  ,Marshall Islands,Chittagong,Bangladesh,2015-06-10
ABM Leader,9032056,Bulk Carrier,18813.0,1994.0,Belize ,Mallah Ship Management Company Limited,Greece,Mallah Ship Management Company Limited,Leader Navigation S.A.  ,Belize,Gadani,Pakistan,2015-01-28
ABM Dynamic,8502810,Bulk Carrier,15824.0,1985.0,Dominica ,Mallah Ship Management Company Limited,Greece,Mallah Ship Management Company Limited,Dynamic Shipping Enterprises S.A.  ,Marshall Islands,Gadani,Pakistan,2015-04-21
Saisaban,8604369,Bulk Carrier,15847.0,1986.0,Panama ,Mallah Ship Management Company Limited,Greece,Mallah Ship Management Company Limited,Sealion Shipping & Trading Limited,Seychelles,Gadani,Pakistan,2015-07-02
Meem,8311429,General Cargo With Container Capacity,10572.0,1986.0,Panama ,Marakeb SA,United Arab Emirates,Marakeb SA,Marakeb SA,United Arab Emirates,Alang,India,2015-06-09
Medazov Victoria,9141728,General Cargo With Container Capacity,5025.0,2000.0,St. Vincent & Grenadines ,Marco Shipping S.A.,Ukraine,Marco Shipping S.A.,Medazov Victoria Company Limited,Malta,Aliaga,Turkey,2015-06-24
Crystal Sapphire,8321096,Bulk Carrier,28739.0,1987.0,Bangladesh ,Marine (Agency) Services Limited,Bangladesh,Marine (Agency) Services Limited,Bay Navigation Limited,Bangladesh,Chittagong,Bangladesh,2014-12-22
OK I,8502547,Bulk Carrier,21460.0,1987.0,Liberia ,Marine Spirit S.A.,Greece,Marine Spirit S.A.,Elated Limited,Liberia,Gadani,Pakistan,2015-06-03
Ches,7006819,Passenger Ro/Ro,6576.0,1970.0,Togo ,Marlines S.A.,Greece,Marlines S.A.,Shinedeck Shipping Limited,Cyprus,Aliaga,Turkey,2014-12-02
Martzoukos A.,9086095,Bulk Carrier,81589.0,1995.0,Liberia ,Marmaras Navigation Limited,Greece,Marmaras Navigation Limited,Forth Company Incorporated  ,Liberia,Chittagong,Bangladesh,2015-03-11
Zornik,7945261,Tug,149.0,1940.0,Croatia ,Matic M.,Croatia,Matic M.,Matic M.,Croatia,Aliaga,Turkey,2015-02-23
Asteco,5377953,Pipe Layer,25774.0,1960.0,St. Kitts-Nevis ,McDermott Incorporated,United States of America,McDermott Incorporated,Construcciones Maritimas Mexicanas S.A. de C.V.,Mexico,Alang,India,2015-08-02
DB,7709069,Semi-Sub Pontoon,52313.0,1978.0,St. Kitts-Nevis,McDermott Incorporated ,United States of America,McDermott Incorporated ,Hydro Marine Services Incorporated ,Panama,Chittagong,Bangladesh,2015-11-28
Coppersmith,9056260,Bulk Carrier,79694.0,1995.0,Liberia ,Meandros Lines S.A.,Greece,Meandros Lines S.A.,Coppersmith Marine Limited,Liberia,Gadani,Pakistan,2015-02-02
MSC Isabelle,8414740,General Cargo,5974.0,1985.0,Panama,Mediterranean Shipping Company (MSC) SA ,Switzerland,Mediterranean Shipping Company (MSC) SA ,Compania Naviera Isabelle S.A. ,Luxembourg,Alang,India,2015-01-02
MSC Anna,8414752,General Cargo With Container Capacity,5974.0,1985.0,Panama ,Mediterranean Shipping Company (MSC) SA ,Switzerland,Mediterranean Shipping Company (MSC) SA ,Compania Naviera Anna S.A. ,Panama,Alang,India,2015-11-10
Preventer,8907321,Bulk Carrier,38891.0,1990.0,Panama ,Merali Group,India,Merali Group,Telford Business S.A.,Panama,Alang,India,2015-09-10
The Benefactor,8421119,Bulk Carrier,34620.0,1986.0,Panama,Merali Group ,India,Merali Group ,Kurosaki Shipping Incorporated ,Panama,Alang,India,2015-01-24
The Watchful,8903234,Bulk carrier,36999.0,1991.0,Panama,Merali Group ,India,Merali Group ,Flagstaff Developments Limited ,Panama,Alang,India,2015-03-21
Taio Frontier,8704432,Wood-Chip Carrier,35663.0,1987.0,Panama ,Misuga Kaiun Company Limited,Japan,Misuga Kaiun Company Limited,Taio Frontier S.A.,Panama,Alang,India,2015-06-04
MOL Wisdom,9101601,Fully Cellular Containership,41114.0,1995.0,Panama ,Mitsui O.S.K. Lines Limited (MOL),Japan,Mitsui O.S.K. Lines Limited (MOL),Sunny Oasis Maritime SA,Panama,Alang,India,2015-05-17
Global Explorer,9137973,Wood-Chip Carrier,47407.0,1997.0,Cayman Islands ,Mitsui O.S.K. Lines Limited (MOL),Japan,Mitsui O.S.K. Lines Limited (MOL),Cygnet Bulk Carriers S.A.,Panama,Alang,India,2015-09-16
Larch,9130602,Bulk Carrier,77240.0,1996.0,Comoros ,Mitsui O.S.K. Lines Limited (MOL) ,Japan,Seno Kisen K.K. ,Erica Navigation S.A. ,Panama,Chittagong,Bangladesh,2015-12-22
MOL Bravery,9101596,Fully Cellular Containership,41114.0,1995.0,Panama,Mitsui O.S.K. Lines Limited (MOL) ,Japan,Mitsui O.S.K. Lines Limited (MOL) ,Sunny Oasis Maritime SA ,Panama,Alang,India,2015-03-05
Rubin Phoenix,9146584,Bulk carrier,83658.0,1997.0,Panama,Mitsui O.S.K. Lines Limited (MOL) ,Japan,Mitsui O.S.K. Lines Limited (MOL) ,Juliet Shipping Corporation ,Panama,Alang,India,2015-03-30
Mona Liberty,9008689,Bulk carrier,77195.0,1992.0,Singapore,Mitsui O.S.K. Lines Limited (MOL) ,Japan,Mitsui O.S.K. Lines Limited (MOL) ,Sierra Shipping Private Limited ,Panama,Alang,India,2015-03-31
Tsunomine,9205990,Bulk Carrier,83496.0,2000.0,Panama,Mitsui O.S.K. Lines Limited (MOL) ,Japan,International Marine Transport Company Limited ,Citrus Shipping S.A. ,Panama,Alang,India,2015-11-28
Naparima,9136694,Combined Chemical And Oil Tanker,20573.0,1996.0,Isle of Man ,Mitsui O.S.K. Lines Limited (MOL)  ,Japan,MOL Tankship Management (Europe) Limited  ,Greenlight Transport S.A.,Panama,Aliaga,Turkey,2015-05-01
Pearl River,9135901,Bulk Carrier,25791.0,1997.0,Liberia,MPC Munchmeyer Petersen Steamship GmbH & Company KG ,Germany,MPC Munchmeyer Petersen Steamship GmbH & Company KG ,Schiffahrtsges. ms Pearl River mbH & Company KG ,Germany,Alang,India,2015-12-29
Haci Koksal Mataraci,8846670,General Cargo With Container Capacity,2592.0,1990.0,Panama ,MT Shipping San.Ve Tic. Limited Sti  ,Turkey,MT Shipping San.Ve Tic. Limited Sti  ,Kackar Shipping Corporation,Panama,Aliaga,Turkey,2015-01-16
Al Towfan,8112225,Tug,642.0,1982.0,United Arab Emirates,Mubarak Marine LLC ,United Arab Emirates,Mubarak Marine LLC ,Mubarak Marine LLC ,United Arab Emirates,Mumbai,India,2015-11-12
Shehab Almuhieddine,8316364,Bulk Carrier,15786.0,1985.0,Belize ,Muhieddine Shipping Company,Lebanon,Judi Group J.K.M.  ,Seapower Shipping Company Limited,Marshall Islands,Gadani,Pakistan,2015-04-08
Yong Jia Men,8300937,General Cargo,18220.0,1984.0,Panama,Nanjing Ocean Shipping Company Limited ,China,Nanjing Ocean Shipping Company Limited ,NYC Shipping Incorporated ,Panama,Alang,India,2015-03-16
Callio,8014772,Bulk carrier,16927.0,1982.0,Panama,Narval Shipping Corporation ,Greece,Narval Shipping Corporation ,Callio Shipping Corporation ,Marshall Islands,Alang,India,2015-02-08
Nadiya Megane,8221820,Tanker,1952.0,1983.0,Equatorial Guinea ,Nautical Paradise Sendirian Berhad,Malaysia,Nautical Paradise Sendirian Berhad,Nautical Paradise Sendirian Berhad,Malaysia,Gadani,Pakistan,2015-05-07
Navakun 14,7913866,Liquid Petroleum Gas Carrier,698.0,1979.0,Thailand ,Navakun Transport Company Limited,Thailand,Navakun Transport Company Limited,Navakun Transport Company Limited,Thailand,Chittagong,Bangladesh,2015-07-05
Lena Koleva,7403550,General Cargo,7788.0,1975.0,Comoros ,Naviborn Limited ,Bulgaria,Naviborn Limited ,Mineral Vessel S.A.,Bulgaria,Aliaga,Turkey,2015-09-29
Tatio,8312772,Bulk carrier,22208.0,1985.0,Chile,Naviera Ultranav Limitada ,Chile,Ultrabulk S.A. ,Andes International Shipping Incorporated ,Panama,Alang,India,2015-03-21
Yunus N.,8905983,General Cargo With Container Capacity,1998.0,1989.0,Turkey ,Negmar Denizcilik Yatirim AS,Turkey,Negmar Denizcilik Yatirim AS,Negmar Denizcilik Yatirim AS,Turkey,Aliaga,Turkey,2015-08-24
Reis G.,8413186,Bulk Carrier,25131.0,1986.0,Panama ,Negmar Denizcilik Yatirim AS ,Turkey,Negmar Denizcilik Yatirim AS ,Kar Shipping Investment S.A. ,Panama,Alang,India,2015-10-17
Gregory,9042726,Passenger Ro/Ro,19468.0,1992.0,Comoros ,Negros Navigation Company Incorporated,Philippines,Negros Navigation Company Incorporated,2Go Group Incorporated,Philippines,Chittagong,Bangladesh,2015-02-09
Subic Way 1 ,7426033,Passenger Ro/Ro,8884.0,1975.0,Philippines,Negros Navigation Company Incorporated ,Philippines,Carlos A. Gothong Lines Incorporated,Carlos A. Gothong Lines Incorporated,Philippines,Cebu,Philippines,2015-02-25
Amneh-F.,8215778,Fully Cellular Containership,8328.0,1983.0,Panama ,Nereide Marine S.A. ,Greece,Nereide Marine S.A. ,Ilaira Maritime S.A. ,Panama,Alang,India,2015-11-26
Jade,8110605,Tug,577.0,1982.0,India ,Netwar Marine Logistics,India,Netwar Marine Logistics,Netwar Marine Logistics,India,Mumbai,India,2015-07-09
Margot N.,8707226,Bulk Ore Carrier,144759.0,1989.0,Liberia,Neu Seeschiffahrt GmbH ,Germany,Neu Seeschiffahrt GmbH ,General Ore Carrier Corporation XXX Limited ,Liberia,Chittagong,Bangladesh,2015-10-30
Rebekka N.,8618190,Bulk Ore Carrier,144223.0,1990.0,Liberia,Neu Seeschiffahrt GmbH ,Germany,General Ore International Corporation ,General Ore Carrier Corporation XIX Limited ,Liberia,Gadani,Pakistan,2015-09-19
Honor,8013247,Gas Carrier,3183.0,1982.0,South Korea,NHL Development Company Limited ,South Korea,NHL Development Company Limited ,NHL Development Company Limited ,South Korea,Alang,India,2015-02-17
Elans,8031392,General Cargo With Container Capacity,1680.0,1981.0,Moldova,Niesco Shipping Company Limited ,Ukraine,Niesco Shipping Company Limited ,Delf Services ,Sierra Leone,Aliaga,Turkey,2015-12-22
Olo,7517882,Floating Storage Tanker,132029.0,1976.0,St. Kitts-Nevis ,Nigerian National Petroleum Corporation,Nigeria,Nigerian National Petroleum Corporation,Pipelines & Products Marketing Company Limited,Nigeria,Chittagong,Bangladesh,2015-07-12
Krateros,9038787,Bulk Carrier,25905.0,1992.0,Malta ,Nikator Navigation S.A.,Greece,Nikator Navigation S.A.,Krateros Maritime Limited,Greece,Chittagong,Bangladesh,2015-06-09
Bei Lun 1,8307791,Bulk Carrier,24111.0,1985.0,China ,Ningbo Beilun Shipping Company  ,China,Ningbo Beilun Shipping Company  ,Ningbo Beilun Shipping Company  ,China,Wenzhou ,China,2015-04-18
Bei Lun Hai 27,8800119,Bulk Carrier,36433.0,1990.0,China ,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited,China,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited,China,Jiangyin,China,2015-03-20
Bei Lun Hai 36,8807583,Bulk Carrier,36438.0,1990.0,China ,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited,China,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited,China,Jiangyin,China,2015-07-06
Tian Sheng 17,9002506,Bulk Carrier,60139.0,1991.0,China ,Ningbo Tiansheng Shipping Company Limited  ,China,Ningbo Tiansheng Shipping Company Limited  ,Ningbo Tiansheng Shipping Company Limited  ,China,Unknown,China,2015-02-10
Matsura Maru,8912285,Bulk Carrier,84565.0,1990.0,Panama ,Nippon Yusen Kabushiki Kaisha (NYK)  ,Japan,Nippon Yusen Kabushiki Kaisha (NYK)  ,Teak Shipholding S.A.,Panama,Alang,India,2015-09-29
Seillean,8413863,Floating Production Tanker,50928.0,1986.0,St. Kitts-Nevis,Noble Corporation,United States of America,Noble Drilling Corporation ,Noble Drilling Corporation ,United States of America,Alang,India,2015-09-26
Noble Paul Wolff,8756277,Drill Platform,15317.0,1981.0,St. Kitts-Nevis ,Noble Corporation ,United States of America,Noble do Brasil Limitada,Noble Drilling (Paul Wolff) Company Limited. ,Cayman Islands,Chittagong,Bangladesh,2015-06-21
Aqua Challenger,9008160,Bulk Carrier,89004.0,1992.0,Singapore ,Noble Group Limited,Hong Kong,Noble Chartering Incorporated  ,Challenger Shipping Private Limited,Singapore,Gadani,Pakistan,2015-03-21
JK Monowara,8915237,Bulk Carrier,23277.0,1990.0,Bangladesh ,Nobpac Shipping Private Limited,Singapore,Nobpac Ship Management Limited  ,J.K. Maritime Limited,Bangladesh,Chittagong,Bangladesh,2015-09-02
Sia,9196917,Fully Cellular Containership,54415.0,2000.0,Palau,Norddeutsche Vermogen Holding GmbH & Company ,Germany,NRG Norddeutsche Reederei-Beteiligungs Gesellschaft mbH & Company ,Beteiligungs-KG ms Northern Glance Schiffahrtsges. mbH & Company ,Germany,Chittagong,Bangladesh,2015-12-18
Vita,9122423,Fully Cellular Containership,29115.0,1997.0,Palau,Norddeutsche Vermogen Holding GmbH & Company ,Germany,Norddeutsche Reederei H. Schuldt GmbH & Company KG ,Erste Roland Shipping GmbH & Company KG ,Germany,Alang,India,2015-12-15
Sity,9147112,Fully Cellular Containership,36606.0,1997.0,Comoros ,Norddeutsche Vermogen Holding GmbH & Company ,Germany,H. Schuldt OHG (GmbH & Company),Beteiligungsges. ms Northern Diversity Schiffahrtsges. mbH & Company ,Germany,Alang,India,2015-12-30
Scan Fjell,7700609,General Cargo With Container Capacity,2195.0,1978.0,Faroe Islands ,Norresundby Rederi A/S ,Denmark,Janus Andersen & Company A/S ,s/pf Scan Carrier,Faroe Islands,Grenaa,Denmark,2015-02-25
Kurilskaya Gryada,8881436,Fish Factory,2388.0,1993.0,Russia ,Northern-Kurily Seiner Fleet,Russia,Northern-Kurily Seiner Fleet,Northern-Kurily Seiner Fleet,Russia,Chittagong,Bangladesh,2015-01-25
Kirpili,8923612,Product Tanker,950.0,1977.0,Russia ,Novorossiysk Commercial Sea Port Company Limited,Russia,Novorossiysk Commercial Sea Port Company Limited,Novorossiysk Marine Trading Port Fleet Joint Stock Company,Russia,Aliaga,Turkey,2015-01-16
Thea,9112973,General Cargo,34885.0,1997.0,Liberia,NSC Holding GmbH & Cie KG ,Germany,NSC Schifffahrtsgesellschaft mbH & Cie. KG ,ms Adelaide Schiffahrtsges. mbH & Company KG ,Germany,Alang,India,2015-01-24
Atlantico,8300016,Fully Cellular Containership,22201.0,1986.0,Togo ,NTL - Navegacao E Logistica SA,Brazil,NTL - Navegacao E Logistica SA,NTL - Navegacao E Logistica SA,Brazil,Alang,India,2015-06-17
Mediterraneo,9065261,Fully Cellular Containership,12938.0,1996.0,St. Kitts-Nevis,NTL - Navegacao E Logistica SA ,Brazil,NTL - Navegacao E Logistica SA ,Vessel Log - Companhia Brasileira de Navegacao e Logistics ,Brazil,Chittagong,Bangladesh,2015-01-06
Klintsy,7741029,Trawler (All Types),1734.0,1979.0,Russia ,OAO Arkhangelsk Trawl Fleet ,Russia,OAO Arkhangelsk Trawl Fleet ,OAO Arkhangelsk Trawl Fleet ,Russia,Klaipeda,Lithuania,2015-08-29
Palm Beach Princess,6402937,Passenger (Cruise),6659.0,1964.0,Bolivia ,Ocean Development I LLC  ,United States of America,Ocean Development I LLC  ,Platinum Real Estates LLC  ,United States of America,Santo Dominguo,Dominican Republic,2015-06-12
Best Trader,8914063,Bulk Carrier,40653.0,1990.0,Panama ,Ocean Faith Shipping Company Limited,China,Ocean Faith Shipping Company Limited,Best Trader International Shipping Limited,Hong Kong,Chittagong,Bangladesh,2015-04-26
Chikuzen 8,9044463,Bulk Carrier,75232.0,1993.0,Hong Kong ,Ocean Faith Shipping Company Limited,China,Ocean Faith Shipping Company Limited,Zhong Yuan Shipping Company Limited,Hong Kong,Gadani,Pakistan,2015-05-27
Ocean Famous,8412508,Bulk Carrier,18836.0,1985.0,Panama ,Ocean Famous Shipping Company Limited,Hong Kong,Ocean Famous Shipping Company Limited,Ocean Famous Shipping Company Limited,Hong Kong,Chittagong,Bangladesh,2015-09-03
Ocean Dragon,9112258,Bulk Carrier,77243.0,1995.0,Hong Kong ,Ocean Longevity Company Limited  ,Hong Kong,Ocean Longevity Shipping & Management Company Limited  ,Transcontinental General Incorporated,Liberia,Chittagong,Bangladesh,2015-05-10
Amade,8601836,Product Tanker,24111.0,1996.0,St. Kitts-Nevis,Oceanmarine S.A. ,Argentina,Ravenscroft Ship Management Incorporated ,Hallandale Commercial Corporation ,Panama,Gadani,Pakistan,2015-11-12
Bow Victor,8416322,Chemical Tanker,19688.0,1986.0,Norway ,Odfjell SE ,Norway,Odfjell Asia II Private Limited ,Odfjell Asia II Private Limited ,Singapore,Alang,India,2015-11-26
Evrialos,8600595,Bulk Carrier,36788.0,1987.0,Cyprus ,Odysea Carriers S.A.,Greece,Odysea Carriers S.A.,Adamant Shipping Limited,Marshall Islands,Alang,India,2015-04-21
Toyca-1,7364534,General Cargo,3641.0,1974.0,Turkey ,Of Denizcilik Ticaret A.S. ,Turkey,Of Denizcilik Ticaret A.S. ,Of Denizcilik Ticaret A.S. ,Turkey,Aliaga,Turkey,2015-12-16
Samudrika 2,8311699,Anchor Handling Tug/Supply,951.0,1986.0,India ,Oil and Natural Gas Corporation Limited,India,Oil and Natural Gas Corporation Limited,Oil and Natural Gas Corporation Limited,India,Mumbai,India,2015-04-01
Samudrika 15,8413801,Anchor Handling Tug/Supply,954.0,1985.0,India ,Oil and Natural Gas Corporation Limited,India,Oil and Natural Gas Corporation Limited,Oil and Natural Gas Corporation Limited,India,Mumbai,India,2015-05-12
