IMO#,NAME,TYPE,GT,LDT,BUILT,FLAG,CHANGE OF FLAG FOR BREAKING,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL ,COMMENT,Unnamed: 17,Unnamed: 18
8918588,OCEAN 03,Pipe Carrier,2637,1900.0,1991,Panama,,Unknown,Unknown,MB Marine Pte Ltd,Seascape Meadow Invest Inc,British Virgin Islands,Chittagong,Bangladesh,2021-04-01,,,
9009097,AT BRIGHT STAR,General Cargo Ship,5470,2200.0,1990,Palau,,Unknown,Unknown,East Bridge Maritime Inc,East Bridge Maritime Inc,St Kitts & Nevis,Gadani,Pakistan,2021-04-01,,,
7414262,SEA MEADOW 06,Pipe Carrier,2518,1773.0,1976,Panama,,Vietnam Govt,Vietnam,Hai Duong Co Ltd,Seascape Meadow Invest Inc,British Virgin Islands,Chittagong,Bangladesh,2021-04-01,,,
9002817,SEA MEADOW 05,Anchor Handling Tug Supply,2287,2160.0,1991,Panama,,Vietnam Govt,Vietnam,Hai Duong Co Ltd,Seascape Meadow Invest Inc,British Virgin Islands,Chittagong,Bangladesh,2021-04-01,,,
7722994,GNA,Products Tanker,1960,1190.0,1978,Yemen,,Yemeni Republic Govt,Yemen,Aden Refinery Co,Aden Refinery Co,Yemen,Gadani,Pakistan,2021-04-01,,,
8917429,SEAROAD TAMAR,Ro-Ro Cargo Ship,13965,5541.0,1991,Panama,Australia,Australia Commonwealth Bank,Australia,SeaRoad Shipping Pty Ltd,Australia Commonwealth Bank,Australia,Chittagong,Bangladesh,2021-05-01,,,
7800681,BARAKA 5,Livestock Carrier,15575,7682.0,1984,St Kitts & Nevis,Sierra Leone,Baraka Shipping Est Ltd,Belize,Baraka Shipping Est Ltd,Baraka Shipping Est Ltd,Belize,Gadani,Pakistan,2021-05-01,,,
9065912,VICTORIYA,Bulk Carrier,25190,9870.0,1995,Belize,,Victoria Shipping Ltd-BZE,Belize,Victoria Shipping Ltd-BZE,Vika Shipping Ltd,Marshall Islands,Gadani,Pakistan,2021-05-01,,,
9184330,PETROJARL BANFF,"FPSO, Oil",18488,,1997,Isle Of Man,,Altera Infrastructure LP,Bermuda,Unknown,Teekay Petrojarl Fltng Prod UK,United Kingdom,Frederikshaven,Denmark,2021-05-01,,,
7360083,BERGE HELENE,"FPSO, Oil",133871,47887.0,1976,St Kitts & Nevis,Singapore,BW Offshore Ltd,Bermuda,BW Offshore Singapore Pte Ltd,BW Berge Helene Pte Ltd,Bermuda,Alang,India,2021-05-01,,,
8757180,COSLRIVAL,"Accommodation Platform, semi submersible",15873,13334.0,1976,Bahamas,,China National Offshore Oil,China,OSM Offshore AS,COSL Oil & Gas AS,Norway,Aliaga,Turkey,2021-05-01,,,
8301955,ZHEN 17,Heavy Load Carrier,27264,17551.0,1985,Palau,Liberia,Shanghai Zhenhua Port,China,Shanghai Zhenhua Shipping Co,Zhen Hua 7 Shipping Co Ltd,China,Chittagong,Bangladesh,2021-05-01,,,
7516876,SABLE EXPRESS,Platform Supply Ship,2341,,1977,Denmark ,,Bjerrum & Jensen ApS,Denmark,Bjerrum & Jensen ApS,Sable Express ApS,Denmark,Grenaa,Denmark,2021-05-01,,,
8123004,OCEAN DRUM,Anchor Handling Tug Supply,897,877.0,1982,Togo,,Rashied Maritime Services,Egypt,Rashied Maritime Services,Rashied Maritime Services,Egypt,Gadani,Pakistan,2021-05-01,,,
8022884,CAPITANO GEE,Anchor Handling Tug Supply,1312,1300.0,1982,Jordan,,Rashied Maritime Services,Egypt,Rashied Maritime Services,Rashied Maritime Services,Egypt,Gadani,Pakistan,2021-05-01,,,
7356252,BRIDGE,Passenger/Ro-Ro Ship (Vehicles),16539,7616.0,1976,St Kitts & Nevis,Cyprus,United Marine Egypt SAE,Egypt,United Marine Egypt SAE,United Marine Egypt SAE,Egypt,Alang,India,2021-05-01,,,
4545979,REVI,Anchor Handling Tug Supply,1000,,1985,France,,France Govt,France,France Govt Marine Nationale,France Govt Marine Nationale,France,Unknown,Unknown,2021-05-01,,,
8805509,NIKA,Refrigerated Cargo Ship ,2060,1660.0,1987,Togo,Georgia,Georgian Industrial Asset Management,Georgia,Malva Shipping & Engineering,Sky Halley Inc,Panama,Aliaga,Turkey,2021-05-01,,,
8908569,SEA LION,LPG Tanker,7955,5140.0,1996,St Kitts & Nevis,Liberia,Hartmann AG,Germany,GasChem Services GmbH & Co KG,Gaschem Ice GmbH & Co KG,Germany,Alang,India,2021-05-01,,,
9144794,CE-NIRIIS,Crude Oil Tanker,56127,16337.0,1998,Marshall Islands,,Centrofin Management Inc,Greece,Marine Trust Ltd-MAI,Barnet Marine Inc,Marshall Islands,Chittagong,Bangladesh,2021-05-01,,,
9234484,ELKA GLORY,Chemical/Products Tanker,27612,10365.0,2003,Liberia,Greece,European Navigation Inc,Greece,European Product Carriers Ltd,Carriage Shipping,Liberia,Gadani,Pakistan,2021-05-01,,,
9249104,ELKA VASSILIKI,Chemical/Products Tanker,55096,17843.0,2004,Liberia,Greece,European Navigation Inc,Greece,European Product Carriers Ltd,Caldren Corp Ltd,Liberia,Gadani,Pakistan,2021-05-01,,,
8110796,SEA FOS,Anchor Handling Tug Supply,2070,2009.0,1982,Palau,Malta,Five Oceans Salvage,Greece,Tug Management Services Ltd,Ionian Sea FOS Shipping Ltd,Liberia,Alang,India,2021-05-01,,,
9145853,MR STAR,Products Tanker,27915,10043.0,1997,Panama,,HSM Products Ltd,Greece,Mega Glory Holdings Ltd-BVI,Evolution Global Co Ltd,Samoa,Chittagong,Bangladesh,2021-05-01,,,
9082740,DONA V,Bulk Carrier,26019,9083.0,1995,St Kitts & Nevis,,Monte Nero Maritime SA,Greece,Monte Nero Maritime SA,Whakaari Navigation Co SA,Panama,Chittagong,Bangladesh,2021-05-01,,,
9212412,SEA RIDER,Chemical/Products Tanker,23740,8529.0,2000,Marshall Islands,,Sea World Management & Trading,Greece,Gravo DMCC,Flourish Shipping Co,Marshall Islands,Gadani,Pakistan,2021-05-01,,,
5326306,ANJAN,"Crane Vessel, non propelled",1348,1707.0,1962,India,,Jayesh Shipping Pvt Ltd,India,Jayesh Shipping Pvt Ltd,Jayesh Shipping Pvt Ltd,India,Alang,India,2021-05-01,,,
8411047,ACHIEVE,Anchor Handling Tug Supply,1558,1523.0,1985,St Kitts & Nevis,,Pelmar Shipping & Engineering,India,Prayati Shipping Pvt Ltd,Priority Shipping Pte Ltd,Singapore,Alang,India,2021-05-01,,,
9123673,TAG 17,Platform Supply Ship,1969,1425.0,1996,India,,Tag Offshore Ltd,India,Tag Offshore Ltd,Tag Offshore Ltd,India,Alang,India,2021-05-01,,,
9159660,FREESIA I,Crude Oil Tanker,81265,23159.0,1998,Panama,,Unknown,India,Darya Shipping Pvt Ltd,Berwen Ventures Corp,Marshall Islands,Chittagong,Bangladesh,2021-05-01,,,
9041411,ONTARI,Products Tanker,12669,4828.0,1993,Indonesia,,Buana Lintas Lautan Tbk PT,Indonesia,Gemilang Bina Lintas Tirta PT,Mahameru Nusa Mentari PT,Indonesia,Chittagong,Bangladesh,2021-05-01,,,
9165891,ARIRANG,General Cargo Ship,4264,2491.0,1997,Belize,,Marukichi Commerce Co Ltd,Japan,Marukichi Commerce Co Ltd,Orient Star Lingyun SA,Panama,Chittagong,Bangladesh,2021-05-01,,,
7022356,ENOZ,Livestock Carrier,11958,10600.0,1970,Palau,Panama,Hijazi & Ghosheh Co,Jordan,Hijazi & Ghosheh Co,Mavar Shipping Corp SA,Panama,Chittagong,Bangladesh,2021-05-01,,,
9128661,MIRACLE ROAD,LPG Tanker,2978,2045.0,1995,Korea (South),,Duck Yang Shipping Co Ltd,Korea (South),Duck Yang Shipping Co Ltd,Duck Yang Shipping Co Ltd,Korea (South),Chittagong,Bangladesh,2021-05-01,,,
7108899,SAFI,General Cargo Ship,2526,1456.0,1971,Togo,,Global Management & Trading,Lebanon,Global Management & Trading,Manessa Maritime SA,Honduras,Aliaga,Turkey,2021-05-01,,,
8410914,CHINA FROST,Refrigerated Cargo Ship,4999,3431.0,1985,Cook Islands,,Ship Service Agency,Lithuania,Ship Service Agency,Lansing Management,Panama,Alang,India,2021-05-01,,,
8766909,MOPU SATU,"Production Platform, jack up",4240,9105.0,1981,Niue,Malaysia,MISC Bhd,Malaysia,Malaysia Offshore Mobile,Malaysia Offshore Mobile,Malaysia,Chittagong,Bangladesh,2021-05-01,,,
8756007,MOPU DUA,"Production Platform, jack up",4105,8256.0,1977,Niue,Malaysia,MISC Bhd,Malaysia,Malaysia Offshore Mobile,Malaysia Offshore Mobile,Malaysia,Chittagong,Bangladesh,2021-05-01,,,
7719155,KAMELIA,"FPSO, Oil",63994,23577.0,1980,Palau,Malaysia,Perisai Petroleum Teknologi,Malaysia,Perisai Petroleum Teknologi,Emas Victoria Labuan Bhd,Malaysia,Gadani,Pakistan,2021-05-01,,,
8129498,GOLDEN EAGLE,General Cargo Ship,5985,2750.0,1985,Palau,,Mir Shipping Co Ltd,Marshall Islands,Mir Shipping Co Ltd,Mir Shipping Co Ltd,Marshall Islands,Gadani,Pakistan,2021-05-01,,,
9563782,POSH GITANO,Platform Supply Ship,2369,,2010,Panama,,PACC Offshore Mexico SA de CV,Mexico,PACC Offshore Mexico SA de CV,Adara Ltd,British Virgin Islands,Unknown,Mexico,2021-05-01,,,
9410868,POSH GALANTE,Platform Supply Ship,1708,1283.0,2008,Panama,,PACC Offshore Mexico SA de CV,Mexico,PACC Offshore Mexico SA de CV,Adara Ltd,British Virgin Islands,Unknown,Mexico,2021-05-01,,,
7218395,EDI,Passenger/Cruise,28551,14400.0,1973,Bahamas,,Fred Olsen & Co,Norway,Fred Olsen Cruise Lines Ltd,Boudicca Cruise Ltd,United Kingdom,Aliaga,Turkey,2021-05-01,,,
7508881,EIDE TRAVELER,Anchor Handling Tug Supply,1389,,1977,Norway,,Marine Contractor AS,Norway,Marine Contractor AS,Marine Contractor AS,Norway,Esbjerg,Denmark,2021-05-01,,,
8308549,REGALIA,"Maintenance Platform, semi Submersible",17624,21030.0,1985,Unknown,Singapore,Prosafe SE,Norway,Prosafe Offshore Pte Ltd,Prosafe Offshore Pte Ltd,Singapore,Aliaga,Turkey,2021-05-01,,,
9039743,BP JACKY,LPG Tanker,4822,2984.0,1992,Liberia,,Transgas Shipping Lines SAC,Peru,Transgas Shipping Lines SAC,BP Gastankers Inc,Panama,Chittagong,Bangladesh,2021-05-01,,,
9083158,GSP PHOENIX,Crew/Supply Vessel,2033,1723.0,1995,Malta,,GSP,Romania,GSP,GSP Phoenix Shipping Ltd,Malta,Aliaga,Turkey,2021-05-01,,,
8107062,GSP VEGA,Anchor Handling Tug Supply,1768,1964.0,1982,Malta,,GSP,Romania,GSP Offshore Srl,GSP Vega Ltd,Malta,Aliaga,Turkey,2021-05-01,,,
8700101,BELOGORSK,Products Tanker,2966,2184.0,1988,Palau,Russia,Price Co,Russia,Price Co Ltd,Sky Pacific Ltd,Hong Kong   ,Chittagong,Bangladesh,2021-05-01,,,
9133771,VIKA,Bulk Carrier,25206,9664.0,1998,Belize,,Sadent Shipping Ltd-CYP,Russia,Victoria Shipping Ltd-BZE,Vlad Shipping Ltd,Belize,Gadani,Pakistan,2021-05-01,,,
7922843,POLARIS,Products Tanker,7462,4777.0,1981,Russia,,Tekhnotek LLC,Russia,Transoil Co Ltd-Nakhodka,Tekhnotek LLC,Russia,Chittagong,Bangladesh,2021-05-01,,,
9015383,BREU,Products Tanker,2436,,1991,Tanzania (Zanzibar),,Global Energy International,Singapore,GEA-Bravo Pte Ltd,GEA-Bravo Pte Ltd,Singapore,Gadani,Pakistan,2021-05-01,,,
8311106,ICE ROSE,Refrigerated Cargo Ship,12401,6937.0,1985,Marshall Islands,,Maestro Shipping SA,Switzerland,Maestro Reefers A/S,Ice Rose Shipping Ltd-MAI,Marshall Islands,Alang,India,2021-05-01,,,
8311132,ICE RANGER,Refrigerated Cargo Ship,12411,6931.0,1985,Marshall Islands,,Maestro Shipping SA,Switzerland,Maestro Reefers A/S,Ice Ranger Shipping Ltd,Marshall Islands,Alang,India,2021-05-01,,,
9110640,FORM-1,Chemical Tanker,19095,7337.0,1996,Comoros,Taiwan,Formosa Plastics Marine Corp,Taiwan,Formosa Plastics Marine Corp,Formosa Plastics Marine Corp,Taiwan,Chittagong,Bangladesh,2021-05-01,,,
8514435,SHUN LI,Chemical/Products Tanker,4553,2427.0,1985,Mongolia,,Jin Hao Ship Management Co Ltd,Taiwan,Jin Hao Ship Management Co Ltd,Sun Jazz Marine Pte Ltd,Singapore,Alang,India,2021-05-01,,,
9009528,GLORY,Chemical/Products Tanker,3853,2364.0,1992,St Kitts & Nevis,Panama,Mega Glory Holdings Ltd-BVI,Taiwan,Mega Glory Holdings Ltd-BVI,Mega Glory Holdings Ltd-BVI,British Virgin Islands,Alang,India,2021-05-01,,,
9178317,FREEMONT,Crude/Oil Products Tanker,56955,16237.0,1998,Panama,,Mega Glory Holdings Ltd-BVI,Taiwan,Mega Glory Holdings Ltd-BVI,Superb Gold Co Ltd,Seychelles,Chittagong,Bangladesh,2021-05-01,,,
9009530,MEGA,Chemical/Products Tanker,3853,2369.0,1993,St Kitts & Nevis,,Mega Glory Holdings Ltd-BVI,Taiwan,Mega Glory Holdings Ltd-BVI,Mega Glory Holdings Ltd-BVI,British Virgin Islands,Alang,India,2021-05-01,,,
8920115,SUNWARD,Products Tanker ,3778,2275.0,1990,Panama,,Wills International Co Ltd,Taiwan,Wills International Co Ltd,Sunward Marine SA,Taiwan,Chittagong,Bangladesh,2021-05-01,,,
8419374,LUCK GROW 888,Products Tanker,4410,2419.0,1985,Mongolia,,You Young Ship Mgmt & Consult,Taiwan,You Young Ship Mgmt & Consult,Double Gains Co Ltd,Seychelles,Chittagong,Bangladesh,2021-05-01,,,
9085388,OCEAN AMETHYST,Products Tanker,28226,9077.0,1995,Panama,,Zheng Yu Shipping Co Ltd,Taiwan,Winson Oil Bunkering Pte Ltd,Golden Shelter Ltd,British Virgin Islands,Chittagong,Bangladesh,2021-05-01,,,
7615684,SAMSUN,Passenger/Ro-Ro Ship (Vehicles),10870,6593.0,1985,Turkey,,Denizciler Turizm Denizcilik,Turkey,Denizciler Turizm Denizcilik,Denizciler Turizm Denizcilik,Turkey,Aliaga,Turkey,2021-05-01,,,
7305772,BIRDEN,Passenger/Ro-Ro Ship (Vehicles/Rail),7504,4337.0,1973,Comoros,Turkey,Istanbullines Lojistik,Turkey,Istanbullines Lojistik,Hidiv Denizcilik Ltd Sti,Turkey,Gadani,Pakistan,2021-05-01,,,
9004621,GREEN BELT,Products Tanker,3752,2350.0,1990,Cook Islands,,Al Taawon Shipping Co,United Arab Emirates,Sunrise Shipping FZE,Al Taawon Shipping Co,United Arab Emirates,Gadani,Pakistan,2021-05-01,,,
9125281,DAWN 1,Chemical/Products Tanker,6253,3197.0,1995,St Kitts & Nevis,Panama,Babil Marine Shipping Serv LLC,United Arab Emirates,AH International Shpg Agent,Link Energy Est,United Arab Emirates,Alang,India,2021-05-01,,,
8403301,NOLLA,Products Tanker,3125,1827.0,1984,Togo,,Babil Marine Shipping Serv LLC,United Arab Emirates,Adeema Ship Management FZE,Abyssinia Oil & Shpg Co Ltd,St Vincent & The Grenadines,Gadani,Pakistan,2021-05-01,,,
8814328,DARWISH 4,Tug,741,709.0,1990,Gabon,St Kitts & Nevis,Divers Marine Contracting LLC,United Arab Emirates,Divers Marine Contracting LLC,Divers Marine Contracting LLC,United Arab Emirates,Gadani,Pakistan,2021-05-01,,,
9120891,ASPHALT,Asphalt/Bitumen Tanker,4951,2674.0,1997,St Kitts & Nevis,Panama,Gulf Petrochem FZC,United Arab Emirates,Celestial Ship Management Pte,GP Asphalt Shipping Inc,Panama,Alang,India,2021-05-01,,,
8602361,CAPTAIN HAMADA,General Cargo Ship,6425,3318.0,1988,Tanzania (Zanzibar),,Intertek Maritime Middle East,United Arab Emirates,Intertek Maritime Middle East,Al Huda Shipping Co SA,Panama,Gadani,Pakistan,2021-05-01,,,
9179634,ALASFAL,Crude Oil Tanker,43822,16694.0,2001,Liberia,,Muhit Maritime FZE,United Arab Emirates,Muhit Maritime FZE,Vildiz Marine SA,Liberia,Chittagong,Bangladesh,2021-05-01,,,
7931131,LADY SARAH,Products Tanker,1838,1182.0,1981,Tanzania (Zanzibar),,Prime Tankers LLC,United Arab Emirates,Prime Tankers LLC,Chahat Shipping Lines Inc,Panama,Alang,India,2021-05-01,,,
8705319,SALMY,Passenger/Ro-Ro Ship (Vehicles),12961,5690.0,1987,St Kitts & Nevis,United Arab Emirates,Salem Al Makrani Cargo Co,United Arab Emirates,Salem Al Makrani Cargo Co,Salem Al Makrani Cargo Co,United Arab Emirates,Alang,India,2021-05-01,,,
9156591,HUA 1,Crude Oil Tanker,52618,16062.0,1997,Liberia,,Saud Shipping DMCC,United Arab Emirates,Saud Shipping DMCC,First Global Inc,Liberia,Chittagong,Bangladesh,2021-05-01,,,
8752130,KEY HAWAII,"Drilling Rig, jack up",6832,8818.0,1983,St Kitts & Nevis,Vanuatu,Shelf Drilling Holdings Ltd,United Arab Emirates,Shelf Drilling Holdings Ltd,Shelf Drilling Key Hawaii Ltd,Cayman Islands,Alang,India,2021-05-01,,,
