IMO#,NAME,TYPE,GT,LDT,BUILT,FLAG,CHANGE OF FLAG FOR BREAKING,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL ,COMMENT,Unnamed: 17,Unnamed: 18
9411252,SIREN,Offshore Support Vessel,3276,2619.0,2009,Palau,St Kitts & Nevis,Bumi Armada Bhd,Malaysia,Armada Ship Management S Pte,Bumi Armada Nav Labuan Intl,Malaysia,Alang,India,2021-11-01,,,
8909587,OCEAN 68,General Cargo Ship,5506,2369.0,1989,Panama,,Nusanpermai Sdn Bhd,Malaysia,Nusanpermai Sdn Bhd,BS Pacific Maritime SA,Panama,Chittagong,Bangladesh,2021-11-01,,,
9207845,PHARMONY,Chemical/Products Tanker,6001,3193.0,1999,Panama,,Petrojaya Marine Sdn Bhd,Malaysia,Petrojaya Marine Sdn Bhd,Senawang Tankers Pte Ltd,Singapore,Alang,India,2021-11-01,,,
7712951,NORDMORE,Passenger/Ro-Ro Ship (Vehicles),1105,,1978,Norway,,Fjord1 ASA,Norway,Fjord1 ASA,Fjord1 ASA,Norway,Stokksund,Norway,2021-11-01,,,
8918289,SAGA WAVE,Open Hatch Cargo Ship,29235,10679.0,1991,Hong Kong,,Saga Shipholding IOM Ltd,Norway,Saga Welco AS,Saga Shipholding Norway AS,Norway,Alang,India,2021-11-01,,,
7024469,BUENA SUERTE J-78,Refrigerated Cargo Ship,1535,,1970,Philippines,,Frabelle Fishing Corp,Philippines,BSJ Fishing & Trading,BSJ Fishing & Trading,Philippines,Navotas,Philippines,2021-11-01,,,
8724418,DALNEGORSK,Fishing Vessel,825,816.0,1986,Russia,,Fishery Plant Valentin Co Ltd,Russia,Fishery Plant Valentin Co Ltd,Fishery Plant Valentin Co Ltd,Russia,Chittagong,Bangladesh,2021-11-01,,,
9227455,VLAD,Crude Oil Tanker,84598,24850.0,2002,Comoros,Russia,JSC GLTK,Russia,Rosnefteflot JSC,GTLK Malta Two Ltd,Malta,Chittagong,Bangladesh,2021-11-01,,,
8421262,OSTROV RUSSKIY,Products Tanker,4206,2397.0,1985,Russia,,Nayada Co Ltd,Russia,Nayada Co Ltd,Nayada Co Ltd,Russia,Chittagong,Bangladesh,2021-11-01,,,
9011521,AUM,Products Tanker,2470,1598.0,1991,Palau,Russia,Scadar LLC,Russia,Scadar LLC,Scadar LLC,Russia,Alang,India,2021-11-01,,,
7507019,ASARRAH,Passenger/Ro-Ro Ship (Vehicles),11495,5883.0,1977,Gabon,Saudi Arabia,Nesma Holding Co Ltd,Saudi Arabia,Namma Shipping Lines,Namma International Trading,Saudi Arabia,Gadani,Pakistan,2021-11-01,,,
9133989,FORMULA ONE,Products Tanker,1796,997.0,1995,Cook Islands,,Ace Star Marine Pte Ltd,Singapore,MB Marine Pte Ltd,Ace Star Marine Pte Ltd,Singapore,Chittagong,Bangladesh,2021-11-01,,,
8301723,ORIENTAL CHILAN,Refrigerated Cargo Ship,2113,1548.0,1982,Panama,,Go Rising Trading Ltd,Singapore,Asian Marine Services Ltd,Kao Sheng Marine SA,Panama,Chittagong,Bangladesh,2021-11-01,,,
9166869,JAL PARI,Chemical/Products Tanker,5172,2999.0,1998,Panama,,Jal Pari Pte Ltd,Singapore,Jaldhi Overseas Pte Ltd,Jal Pari Pte Ltd,Singapore,Alang,India,2021-11-01,,,
9165932,GLOBAL,"FSO, Oil",156397,42152.0,1998,Palau,Singapore,Sentek Marine & Trading Pte,Singapore,Sentek Marine & Trading Pte,Singfar Global Pte Ltd,Singapore,Chittagong,Bangladesh,2021-11-01,,,
8617677,SUNSHINE 16,Products Tanker,715,740.0,1987,Guyana,,Success Blossom Group,Singapore,Success Blossom Ltd,Success Blossom Ltd,British Virgin Islands,Chittagong,Bangladesh,2021-11-01,,,
9062697,NORTH EAST 33,Products Tanker,3232,1906.0,1993,Kiribati,,Unknown,Singapore,North East Pacific Pte Ltd,North East Pacific Pte Ltd,Singapore,Chittagong,Bangladesh,2021-11-01,,,
9077886,CORAL I,"FSO, Oil",156802,42802.0,1996,St Kitts & Nevis,Cook Islands,Xihe Group ,Singapore,Unknown,An Zhong Shipping Pte Ltd,Singapore,Chittagong,Bangladesh,2021-11-01,,,
8319134,PP 1,LPG Tanker,846,614.0,1983,Thailand,,PP Global Line Co Ltd,Thailand,PP Global Line Co Ltd,PP Global Line Co Ltd,Thailand,Chittagong,Bangladesh,2021-11-01,,,
7721067,MARINE ONE,Refrigerated Cargo Ship,2689,1457.0,1978,Thailand,,Silver Sea Marine Co Ltd,Thailand,Silver Sea Marine Co Ltd,Silver Sea Marine Co Ltd,Thailand,Chittagong,Bangladesh,2021-11-01,,,
7727114,MEGAREEFER,Refrigerated Cargo Ship,2285,1445.0,1979,Thailand,,Thai Asian Trade Co Ltd,Thailand,Thai Asian Trade Co Ltd,Thai Asian Trade Co Ltd,Thailand,Chittagong,Bangladesh,2021-11-01,,,
8920531,GLOMMA,Chemical/Products Tanker,3206,1826.0,1992,Panama,,Selay Denizcilik Nakliyat,Turkey,Leli Shipping Corp Ltd,Leli Shipping Corp Ltd,Marshall Islands,Alang,India,2021-11-01,,,
9208057,SEA GLAMOUR,Crude Oil Tanker,80870,23267.0,2000,Panama,,Benchmark Ship Management LLC,United Arab Emirates,Benchmark Ship Management LLC,Noble Maritime Services Inc,Panama,Chittagong,Bangladesh,2021-11-01,,,
9123192,AVENTINE,Crude Oil Tanker,57456,16365.0,1997,Panama,,Brizo Tanker Ship Management,United Arab Emirates,Brizo Tanker Ship Management,Aventine Tankers Corp,Panama,Chittagong,Bangladesh,2021-11-01,,,
8903557,JULI,Products Tanker,3396,1988.0,1990,Gabon,Panama,EMEPCO FZE,United Arab Emirates,EMEPCO FZE,Somerville Navigation,Liberia,Gadani,Pakistan,2021-11-01,,,
9134464,RED SEA PEARL,Products Tanker,3310,1895.0,1997,Togo,,Emirates International Shpg,United Arab Emirates,Emirates International Shpg,Red Sea Petroleum Inc,Panama,Gadani,Pakistan,2021-11-01,,,
7916686,ZARA 17,Products Tanker,1288,1180.0,1979,Tanzania (Zanzibar),,Haya Shipping Inc,United Arab Emirates,Haya Shipping Inc,Haya Shipping Inc,Marshall Islands,Alang,India,2021-11-01,,,
8754346,FOX,"Accommodation Platform, jack up",7419,9729.0,1967,St Kitts & Nevis,Marshall Islands,Millennium Offshore Services,United Arab Emirates,Seafox Middle East DMCC,Ahmed LLC,United Arab Emirates,Alang,India,2021-11-01,,,
7390674,TROY 1,Platform Supply Ship,877,772.0,1975,Unknown,Panama,Oscar Middle East Ship Mgmt,United Arab Emirates,Oscar Middle East Ship Mgmt,Elite Marine Inc,Panama,Gadani,Pakistan,2021-11-01,,,
8768438,WEST EMINENCE,"Drilling Rig, semi Submersible",35412,,2009,Panama,,Aquadrill LLC,United Kingdom,Seadrill Servicos De Petroleo,West Eminence Ltd,Bermuda,Aliaga,Turkey,2021-11-01,,,
8771801,BETA,"Drilling Rig, semi Submersible",16774,12196.0,2013,Palau,Panama,Atlantica Tender Drilling Ltd,United States Of America,Atlantica Tender Drilling Ltd,BassDrill Beta Ltd,Malta,Alang,India,2021-11-01,,,
7048398,TRUE GRIT,Offshore Tug/Supply Ship,761,923.0,1971,St Kitts & Nevis,Panama,Intermarine Inc,United States Of America,Intermarine Inc,IMI Marine Operations Inc,United States Of America,Alang,India,2021-11-01,,,
9239628,GOLDEN,Crude Oil Tanker,40343,13166.0,2002,Comoros,Marshall Islands,International Seaways Inc,United States Of America,Panamax International LLC,Goldmar Ltd,Marshall Islands,Alang,India,2021-11-01,,,
8754621,RIO,"Drilling Rig, jack up",6118,8728.0,1980,St Kitts & Nevis,Marshall Islands,Rowan Companies Inc,United States Of America,ARO Drilling,Green Turtle Ltd,Gibraltar,Alang,India,2021-11-01,,,
8217740,GEMA 1,Anchor Handling Tug Supply,957,939.0,1982,Panama,,SEACOR Holdings Inc,United States Of America,Selat Marine Services Co LLC,Selat Marine Services Co LLC,United Arab Emirates,Gadani,Pakistan,2021-11-01,,,
9506590,TITANIUM EXPLORER,Drilling Ship,67825,36453.0,2012,St Kitts & Nevis,Bahamas,Vantage Drilling International,United States Of America,Vantage Driller III Co,Vantage Driller IV Co,Cayman Islands,Alang,India,2021-11-01,,,
7726328,BIG ORANGE 25,Platform Supply Ship,1524,1458.0,1978,Guyana,Unknown,Zeamarine Americas LLC,United States Of America,Zeamarine Americas LLC,Intermarine de Panama SA,Panama,Alang,India,2021-11-01,,,
5246269,GEORICH,General Cargo/Passenger Ship,694,,1961,Philippines,,George & Peter Lines Inc,Philippines,George & Peter Lines Inc,George & Peter Lines Inc,Philippines,Navotas,Philippines,2021-12-01,,,
8102517,GSP ORION,Platform Supply Ship,1924,1000.0,1983,Panama,,GSP,Romania,Grup Servici Petroliere Mgmt,GSP Orion Ltd,Malta,Aliaga,Turkey,2021-12-01,,,
9087661,CHANG LI,Products Tanker,5404,2771.0,1994,Sierra Leone,,Cheung YK,China,Shining Power Industrial Ltd,Shining Power Industrial Ltd,Hong Kong,Chittagong,Bangladesh,2021-12-01,,,
9054602,YUAN SHENG,Products Tanker,3203,1880.0,1992,Sierra Leone,,Brightness Profit Industrial,Hong Kong,Brightness Profit Industrial,Brightness Profit Industrial,Hong Kong,Chittagong,Bangladesh,2021-12-01,,,
7831367,VIDEO,Fishing Vessel,631,554.0,1979,Palau,Korea (South),Tong Young Industries Co Ltd,Korea (South),Tong Young Industries Co Ltd,Tong Young Industries Co Ltd,Korea (South),Alang,India,2021-12-01,,,
8824139,WADDEN 4,"Hopper, Motor",812,521.0,1981,Cyprus,,Boskalis Westminster NV,Netherlands,Boskalis Baggermaatschappij,Boskalis Westminster Shipping,Netherlands,Gijon,Spain,2021-12-01,,,
9118381,JUBILANT,"FSO, Oil",164371,42760.0,1996,Comoros,Thailand,Nathalin Co Ltd,Thailand,Prima Marine PCL,Singha Tankers Co Ltd,Thailand,Chittagong,Bangladesh,2021-12-01,,,
9149342,VAGABON,Chemical/Products Tanker,5738,3024.0,1996,Comoros,,Unknown,Unknown,Alker Navigation Corp,Alker Navigation Corp,Marshall Islands,Gadani,Pakistan,2021-12-01,,,
8646616,HALANI STAR,Pontoon (Function Unknown),5608,3142.0,1982,India,,Halani Shipping Pvt Ltd,India,Halani Shipping Pvt Ltd,Halani International Ltd,St Vincent & The Grenadines,Alang,India,2021-12-01,,,
9044102,TOWDAH HANA,Chemical/Products Tanker,1485,990.0,1992,Korea (South),,Hana Marine Co Ltd,Korea (South),Hana Marine Co Ltd,Hana Marine Co Ltd,Korea (South),Busan,Korea (South),2021-12-01,,,
9223265,BANYAN PRIDE,Chemical/Products Tanker,24910,9494.0,2002,Marshall Islands,,TXZ Tankers,Singapore,Iolani Shipping Ltd,Iolani Shipping Ltd,Bermuda,Alang,India,2021-12-01,,,
8821046,ANTARES EXPERIENCE,Passenger/Cruise,56789,24541.0,1993,St Kitts & Nevis,Cyprus/Liberia,Celestyal Cruises SA,Cyprus,Celestyal Cruises SA,Lander Shipping Inc,Marshall Islands,Gadani,Pakistan,2021-12-01,"Before demolition, this unit was briefly owned by UAE-based company Beacon & Bay Shipping Services.",,
9121754,SWIFTCHEM,Chemical/Products Tanker,9544,4489.0,1995,Liberia,,Swiftchem Tankers Co Ltd,Liberia,Swiftchem Tankers Co Ltd,Swiftchem Tankers Co Ltd,Liberia,Alang,India,2021-12-01,,,
9175107,EVER LUCK,Chemical Tanker,6663,3683.0,1998,Sierra Leone,,Yaoyuen Singapore Trading Pte,Singapore,Yaoyuen Singapore Trading Pte,Yaoyuen Singapore Trading Pte,Singapore,Chittagong,Bangladesh,2021-12-01,,,
8919972,WIN LOTUS,Chemical/Products Tanker,4355,2871.0,1990,Sierra Leone,,Sino Chance Enterprise Inc-BVI,Taiwan,Sino Chance Enterprise Inc-BVI,Sino Chance Enterprise Inc-BVI,Taiwan,Chittagong,Bangladesh,2021-12-01,,,
9036313,SEA GOLDEN,Chemical Tanker,4989,2830.0,1992,Sao Tome & Principe False,Palau False,United Maritime Services LLC,United Arab Emirates,United Maritime Services LLC,United Maritime Services LLC,United Arab Emirates,Alang,India,2021-12-01,,,
8820119,CORAL,Chemical Tanker,4995,2763.0,1989,Sao Tome & Principe False,Unknown,Overseas Shipping OSSCO,Yemen,FOB Shipping Co Ltd,FOB Shipping Co Ltd,St Vincent & The Grenadines,Alang,India,2021-12-01,,,
7432202,HOLGER DANSKE,Passenger/Ro-Ro Ship (Vehicles/Rail),2779,,1976,Denmark (Dis),,Scandlines Deutschland GmbH,Germany,Scandlines Denmark ApS,Scandlines Denmark ApS,Denmark,Greena,Denmark,2021-12-01,,,
7202554,ATLANTIC ENTERPRISE,Research Survey Vessel,6414,4083.0,1970,Panama,,Atlantic Marine & Aviation LLP,United Kingdom,Atlantic Marine & Aviation LLP,Aztec Maritime Corp,Seychelles,Gadani,Pakistan,2021-12-01,,,
9162100,WEST NAVIGATOR,Drilling Ship,69851,,1998,Panama,,Seadrill Norge AS,Norway,Norske Shell A/S,North Atlantic Navigator Ltd,Bermuda,Aliaga,Turkey,2021-12-01,,,
8319067,SEA FORTUNE,Products Tanker,1999,1339.0,1984,St Kitts & Nevis,,Shipmate Pte Ltd,Singapore,Shipmate Pte Ltd,Prosperbiz Petroleum,Singapore,Chittagong,Bangladesh,2021-12-01,,,
9212864,EM LONGEVITY,Crude Oil Tanker,159414,46657.0,2000,Singapore,,Unknown,Singapore,Sea Agility Pte Ltd,Sea Agility Pte Ltd,Singapore,Chittagong,Bangladesh,2021-12-01,,,
9123661,MELATI DUA,Chemical Tanker,22254,10170.0,1997,Tuvalu,,Wilmar Ship Holdings Pte Ltd,Singapore,Raffles Shipmanagement Serv,Venus Bulk Shipping Pte Ltd,Singapore,Alang,India,2021-12-01,,,
8750211,HERO,"Drilling Rig, jack up",6273,9083.0,1981,St Kitts & Nevis,,Rowan Companies Inc,United States Of America,ARO Drilling,Great White Shark Ltd,Gibraltar,Alang,India,2021-12-01,,,
9168477,MAPLE,Chemical/Products Tanker,12044,5409.0,1998,Singapore,,Glory Ship Management Pte Ltd,Singapore,Glory Ship Management Pte Ltd,Sea Star Maritime,Singapore,Alang,India,2021-12-01,,,
9110626,LOUISA,Chemical Tanker,19126,7798.0,1995,Panama,,Astor International Ship LLC,United Arab Emirates,Astor International Ship LLC,Kron Shipping Management Ltd,Seychelles,Gadani,Pakistan,2021-12-01,,,
8617081,RAJ,Crude/Oil Products Tanker,37283,13828.0,1990,St Kitts & Nevis,Brazil,PETROBRAS,Brazil,TRANSPETRO,PETROBRAS,Brazil,Alang,India,2021-12-01,,,
9185516,STAR-7,Crude/Oil Products Tanker,37033,13260.0,2000,Gabon,Liberia,Chemikalien Seetransport GmbH,Germany,Chemikalien Seetransport GmbH,Caribbean Sun Schifffahrts,Germany,Chittagong,Bangladesh,2021-12-01,,,
8128664,DANSK,"Bulk Carrier, Self-discharging",34837,13750.0,1984,Comoros,Bahamas,SMT Shipping Cyprus Ltd,Cyprus,SMT Shipping Cyprus Ltd,Gdansk Shipping Co Ltd-MAI,Marshall Islands,Alang,India,2021-12-01,,,
9005601,DA FA,Container Ship (Fully Cellular),3775,2640.0,1991,Mongolia,,Best Gold Transport Ship,Taiwan,Best Gold Transport Ship,Good Win Group Inc,Belize,Chittagong,Bangladesh,2021-12-01,,,
7361269,LADINDA,"FSO, Oil",67255,21474.0,1975,Indonesia,,EMP Malacca Strait SA,Indonesia,EMP Malacca Strait SA,Emha Tara Navindo,Indonesia,Chittagong,Bangladesh,2021-12-01,,,
9147904,SUN WO,Chemical/Products Tanker,1999,1225.0,1996,Sierra Leone,,Sino Chance Enterprise Inc-BVI,Taiwan,Chung SY,Chung SY,Hong Kong,Chittagong,Bangladesh,2021-12-01,,,
8716007,QUEEN EMATHA,Products Tanker,7973,4074.0,1989,Guyana,Togo,Unknown,Unknown,Al Rafedain Marine Services,Sidra 2 Bunkering & Trading,Panama,Gadani,Pakistan,2021-12-01,,,
7812957,DODO,Ro-Ro Cargo Ship,8292,3484.0,1979,Panama,,Alwalaa Shipping Agency,Egypt,Alwalaa Shipping Agency,Almanal Shipping Co SA,Panama,Alang,India,2021-12-01,,,
8754281,RANDOLPH YOST,"Drilling Rig, jack up",6157,9082.0,1979,St Kitts & Nevis,,Transocean Offshore Deepwater,United States Of America,Transocean Offshore Deepwater,Transocean Offshore Deepwater,United States Of America,Alang,India,2021-12-01,,,
9248435,NAVION STAVANGER,Shuttle Tanker,81141,25371.0,2003,Panama,,Altera Infrastructure LP,Bermuda,TRANSPETRO,Altera Shuttle Loading Pte Ltd,Singapore,Alang,India,2021-12-01,,,
6803947,MINAS,Fishing Vessel,1134,899.0,1967,Palau,Korea (South),Hae In Fisheries Co Ltd,Korea (South),Hae In Fisheries Co Ltd,Hae In Fisheries Co Ltd,Korea (South),Alang,India,2021-12-01,,,
4694718,ROU 02,Frigate,2500,1656.0,1969,Sierra Leone,Uruguay,Uruguay Govt Navy,Uruguay,Uruguay Govt Navy,Uruguay Govt Navy,Uruguay,Alang,India,2021-12-01,,,
4767905,MONTE,Frigate,2783,2230.0,1962,Sierra Leone,Uruguay,Uruguay Govt Navy,Uruguay,Uruguay Govt Navy,Uruguay Govt Navy,Uruguay,Unknown,Unknown,2021-12-01,,,
8136300,STAR SKN-151,Fish Factory Ship,4378,4116.0,1983,Cameroon,Cook Islands,Pescatlant Ltd,Belize,Pescatlant Ltd,Pescatlant Ltd,Belize,Alang,India,2021-12-01,,,
9223318,BULL KALIMANTAN,Crude Oil Tanker,57683,16111.0,2002,Indonesia,,Buana Lintas Lautan Tbk PT,Indonesia,Gemilang Bina Lintas Tirta PT,Citrine Maritime PT,Indonesia,Chittagong,Bangladesh,2021-12-01,,,
7421942,IND,Crude/Oil Products Tanker,11290,6486.0,1976,St Kitts & Nevis,Russia,Bunkering Co,Russia,Bunkering Co,Bunkering Co,Russia,Gadani,Pakistan,2021-12-01,,,
9121314,LEEN,Chemical/Products Tanker,3208,1903.0,1996,St Kitts & Nevis,,Shark Power Marine Services,United Arab Emirates,Shark Power Marine Services,Shark Power Marine Services,United Arab Emirates,Gadani,Pakistan,2021-12-01,,,
8309000,FORCE-ONE,"Bulk Carrier, Self-discharging",22145,7140.0,1985,Panama,,Unknown,Unknown,Force Shipping Management,Force Shipping Line Co,United States Of America,Gadani,Pakistan,2021-12-01,,,
9233791,SOS,Crude Oil Tanker,160083,41402.0,2003,St Kitts & Nevis,Panama,Monte Nero Maritime,Greece,Monte Nero Management SA,Transea Maritime Co SA,Panama,Chittagong,Bangladesh,2021-12-01,,,
9074420,BRAVE WORTH,Chemical/Products Tanker,20593,7769.0,1994,Panama,,WS Shipping Co Ltd,Hong Kong,WS Shipping Co Ltd,Brave Worth Shipping Co Ltd,Hong Kong,Gadani,Pakistan,2021-12-01,,,
9229427,ETC MENA,Crude Oil Tanker,57920,16696.0,2001,Liberia,,Egyptian Tanker Co,Egypt,Egyptian Tanker Co,Egyptian Tanker Co,Egypt,Chittagong,Bangladesh,2021-12-01,,,
8729987,BRATYA STOYANOVY,Fish Factory Ship,4407,3484.0,1989,Russia,,Fishing Fleet-FOR Plc,Russia,Fishing Fleet-FOR JSC,Fishing Co-FOR JSC,Russia,Alang,India,2021-12-01,,,
8617079,RAJU,Crude/Oil Products Tanker,37283,13779.0,1990,St Kitts & Nevis,Brazil,PETROBRAS,Brazil,TRANSPETRO,PETROBRAS,Brazil,Alang,India,2021-12-01,,,
9131527,EUROCARGO PATRASSO,Ro-Ro Cargo Ship,26536,,1998,Malta,,Grimaldi Group SpA,Italy,Grimaldi Group SpA,Malta Motorways of the Sea Ltd,Malta,Aliaga,Turkey,2021-12-01,,,
9164677,D-1,Products Tanker,28434,9212.0,1998,St Kitts & Nevis,Marshall Islands,D&K Holdings LLC,Kuwait,D&K Holdings LLC,D&K I LLC,Marshall Islands,Chittagong,Bangladesh,2021-12-01,,,
7411961,MADAME,LNG Tanker,81265,29932.0,1981,Palau,Algeria,Sonatrach Petroleum Corp,United Kingdom,Hyproc Shipping Co,Hyproc Shipping Co,Algeria,Chittagong,Bangladesh,2021-12-01,,,
8210273,TAI XING,Refrigerated Cargo Ship,3218,2036.0,1982,Gabon,Panama,Shandong Zhonglu Oceanic,China ,Shandong Zhonglu Fishery Shpg,Shandong Zhonglu Fishery Shpg,China ,Chittagong,Bangladesh,2021-12-01,,,
9150834,OCEAN RUBY,Crude Oil Tanker,79633,22450.0,1997,Panama,,Winson Oil Trading Pte Ltd,Singapore,Winson Oil Bunkering Pte Ltd,True Faith Global Ltd,British Virgin Islands,Chittagong,Bangladesh,2021-12-01,,,
8986896,BREDSTEDT,Patrol Vessel,784,,1989,Germany,,Germany Govt,Germany,Bundespolizeiamt See,Germany Govt Innern,Germany,Frederikshavn,Denmark,2021-12-01,,,
8605703,EKAH,Products Tanker,1071,,1986,Sierra Leone,,Jiho Shipping Co Ltd,Korea (South),Carpediem Corp,Carpediem Corp,Marshall Islands,Unknown,Korea (South),2021-12-01,,,
